sample_id,quarter,ticker,event_date,revenue_bucket,pre_llm_fundamental_bucket,pre_llm_fundamental_score,score_change,entry_qoq_pct,profitability_score,operating_cash_flow_score,financing_dependence_score,tradable_date,entry_open,accession,exhibit_doc,source_doc_type,text_len,text_path,snippet_count,quality_flags,hp1_quality_pullback,hp2_dislocation_momentum_priority,hp2_dislocation_momentum_watch,hp3_large_quality_theme_exception,hp4_score_reacceleration_watch
HP001953,2025Q3,KALU,2025-07-23,$500M-$1B,good,4.0,4.0000,67.8201,1.0,1.0,1.0,2025-07-24,97.0,0000950170-25-097936,kalu-ex99_1.htm,earnings_exhibit,24382,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/KALU_000095017025097936_kalu-ex99_1.htm.txt,18,,,,,,HP4 - Fundamental reacceleration watch tag
HP001954,2025Q3,KKR,2025-07-31,$2B-$10B,mixed,2.0,6.0000,22.7897,1.0,2.0,0.0,2025-08-01,143.050003,0001404912-25-000025,q225earningsrelease_vf.htm,earnings_exhibit,97916,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/KKR_000140491225000025_q225earningsrelease_vf.htm.txt,18,,,,,,HP4 - Fundamental reacceleration watch tag
HP001955,2025Q3,KTOS,2025-08-07,$500M-$1B,weak,-2.0,-2.0000,64.1257,1.0,-1.0,-1.0,2025-08-08,60.07,0001069258-25-000050,ktos202506298kexhibit991.htm,earnings_exhibit,41076,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/KTOS_000106925825000050_ktos202506298kexhibit991.htm.txt,18,,,HP2 - Dislocation momentum re-rater,HP2 - Dislocation momentum watch,,
HP001956,2025Q3,LCII,2025-08-05,$2B-$10B,strong,6.0,6.0000,14.4440,1.0,1.0,1.0,2025-08-06,96.029999,0000763744-25-000124,lcii-earningsrelease2q25qu.htm,earnings_exhibit,26677,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/LCII_000076374425000124_lcii-earningsrelease2q25qu.htm.txt,18,,,,,,HP4 - Fundamental reacceleration watch tag
HP001957,2025Q3,LDOS,2025-08-05,$2B-$10B,strong,6.0,2.0000,13.7250,1.0,1.0,1.0,2025-08-06,175.0,0001336920-25-000031,ldos070425q2pressreleaseex.htm,earnings_exhibit,42009,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/LDOS_000133692025000031_ldos070425q2pressreleaseex.htm.txt,18,,,,,,HP4 - Fundamental reacceleration watch tag
HP001958,2025Q3,LFUS,2025-07-30,$500M-$1B,strong,6.0,4.0000,36.3494,1.0,2.0,1.0,2025-07-31,260.850006,0001628280-25-036551,q22025earningsreleaseex991.htm,earnings_exhibit,20724,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/LFUS_000162828025036551_q22025earningsreleaseex991.htm.txt,18,,,,,,HP4 - Fundamental reacceleration watch tag
HP001959,2025Q3,LHX,2025-07-24,>$10B,good,5.0,6.0000,24.0125,1.0,1.0,1.0,2025-07-25,270.0,0000202058-25-000147,exhibit991q2cy25earnings.htm,earnings_exhibit,27236,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/LHX_000020205825000147_exhibit991q2cy25earnings.htm.txt,18,,,,,,HP4 - Fundamental reacceleration watch tag
HP001960,2025Q3,LII,2025-07-23,$2B-$10B,strong,6.0,6.0000,27.0837,2.0,1.0,1.0,2025-07-24,662.5,0001069202-25-000029,lii-2025630xexx991pressrel.htm,earnings_exhibit,19052,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/LII_000106920225000029_lii-2025630xexx991pressrel.htm.txt,18,,,,,,HP4 - Fundamental reacceleration watch tag
HP001961,2025Q3,LITE,2025-08-12,$1B-$2B,weak,-2.0,0.0000,86.3382,-1.0,-1.0,1.0,2025-08-13,123.300003,0001628280-25-039896,lite_ex991xq4fy25.htm,earnings_exhibit,27016,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/LITE_000162828025039896_lite_ex991xq4fy25.htm.txt,18,,,HP2 - Dislocation momentum re-rater,HP2 - Dislocation momentum watch,,
HP001962,2025Q3,LLY,2025-08-07,>$10B,good,3.0,-1.0000,-20.6176,2.0,2.0,0.0,2025-08-08,655.0,0000059478-25-000202,q225lillysalesandearningsp.htm,earnings_exhibit,24778,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/LLY_000005947825000202_q225lillysalesandearningsp.htm.txt,18,,HP1 - Quality pullback re-rater,,,,
HP001963,2025Q3,LNTH,2025-08-06,$500M-$1B,strong,7.0,0.0000,-34.1637,2.0,2.0,1.0,2025-08-07,53.650002,0000950170-25-103543,lnth-ex99_1.htm,earnings_exhibit,23304,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/LNTH_000095017025103543_lnth-ex99_1.htm.txt,18,,HP1 - Quality pullback re-rater,,,,
HP001964,2025Q3,LULU,2025-09-04,$2B-$10B,strong,8.0,5.0000,-39.1032,2.0,2.0,1.0,2025-09-05,165.139999,0001397187-25-000038,lulu-20250803xex991.htm,earnings_exhibit,19911,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/LULU_000139718725000038_lulu-20250803xex991.htm.txt,18,,HP1 - Quality pullback re-rater,,,,
HP001965,2025Q3,LUV,2025-07-23,$2B-$10B,weak,-2.0,-8.0000,46.4503,-1.0,-1.0,1.0,2025-07-24,36.099998,0000092380-25-000131,a2q25earningssupplementa.htm,earnings_exhibit,7893,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/LUV_000009238025000131_a2q25earningssupplementa.htm.txt,7,,,HP2 - Dislocation momentum re-rater,HP2 - Dislocation momentum watch,,
HP001966,2025Q3,LYV,2025-08-07,$2B-$10B,strong,7.0,3.0000,11.8089,1.0,2.0,1.0,2025-08-08,147.229996,0001335258-25-000127,lyv-2025q2xex991er.htm,earnings_exhibit,31463,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/LYV_000133525825000127_lyv-2025q2xex991er.htm.txt,18,,,,,,HP4 - Fundamental reacceleration watch tag
HP001967,2025Q3,MAS,2025-07-31,$2B-$10B,strong,6.0,5.0000,12.9704,2.0,1.0,1.0,2025-08-01,67.849998,0000062996-25-000028,a630258-kex99.htm,earnings_exhibit,16324,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/MAS_000006299625000028_a630258-kex99.htm.txt,18,,,,,,HP4 - Fundamental reacceleration watch tag
HP001968,2025Q3,MCY,2025-07-29,$2B-$10B,good,5.0,2.0000,27.5926,1.0,2.0,1.0,2025-07-30,68.900002,0001193125-25-167999,d949213dex991.htm,earnings_exhibit,28494,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/MCY_000119312525167999_d949213dex991.htm.txt,18,,,,,,HP4 - Fundamental reacceleration watch tag
HP001969,2025Q3,MEG,2025-08-06,$100M-$500M,weak,-4.0,-5.0000,52.5424,-1.0,-1.0,-1.0,2025-08-07,29.700001,0000950170-25-104178,meg-ex99_1.htm,earnings_exhibit,34392,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/MEG_000095017025104178_meg-ex99_1.htm.txt,18,,,HP2 - Dislocation momentum re-rater,HP2 - Dislocation momentum watch,,
HP001970,2025Q3,MGRC,2025-07-24,$100M-$500M,good,4.0,2.0000,14.7712,1.0,2.0,0.0,2025-07-25,118.879997,0000950170-25-098319,mgrc-ex99_1.htm,earnings_exhibit,34082,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/MGRC_000095017025098319_mgrc-ex99_1.htm.txt,18,,,,,,HP4 - Fundamental reacceleration watch tag
HP001971,2025Q3,MKSI,2025-08-06,$500M-$1B,good,5.0,4.0000,31.2306,1.0,1.0,1.0,2025-08-07,97.150002,0000950170-25-104141,mksi-ex99_1.htm,earnings_exhibit,23252,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/MKSI_000095017025104141_mksi-ex99_1.htm.txt,18,,,,,,HP4 - Fundamental reacceleration watch tag
HP001972,2025Q3,MRCY,2025-08-11,$500M-$1B,weak,-3.0,-1.0000,36.2025,-1.0,-1.0,0.0,2025-08-12,58.389999,0001049521-25-000022,a2025q4earningsreleaseex.htm,earnings_exhibit,35073,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/MRCY_000104952125000022_a2025q4earningsreleaseex.htm.txt,18,,,HP2 - Dislocation momentum re-rater,HP2 - Dislocation momentum watch,,
HP001973,2025Q3,MSTR,2025-07-07,$100M-$500M,weak,-1.0,1.0000,43.6959,-1.0,2.0,-1.0,2025-07-08,399.690002,0000950170-25-094137,mstr-20250707.htm,primary_8k,230397,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/MSTR_000095017025094137_mstr-20250707.htm.txt,18,,,HP2 - Dislocation momentum re-rater,HP2 - Dislocation momentum watch,,
HP001974,2025Q3,MTRN,2025-07-30,$500M-$1B,mixed,1.0,3.0000,18.3070,1.0,1.0,0.0,2025-07-31,100.489998,0001104657-25-000140,q22025pressrelease.htm,earnings_exhibit,26467,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/MTRN_000110465725000140_q22025pressrelease.htm.txt,18,,,,,,HP4 - Fundamental reacceleration watch tag
HP001975,2025Q3,NATL,2025-08-06,$1B-$2B,good,4.0,2.0000,21.8292,-1.0,2.0,1.0,2025-08-07,34.099998,0001974138-25-000035,exhibit992-q22025callsli.htm,earnings_exhibit,51266,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/NATL_000197413825000035_exhibit992-q22025callsli.htm.txt,18,,,,,,HP4 - Fundamental reacceleration watch tag
HP001976,2025Q3,NBIX,2025-07-30,$1B-$2B,strong,6.0,2.0000,11.4634,1.0,2.0,1.0,2025-07-31,137.100006,0000914475-25-000157,q2-2025xearningsrelease.htm,earnings_exhibit,21110,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/NBIX_000091447525000157_q2-2025xearningsrelease.htm.txt,18,,,,,,HP4 - Fundamental reacceleration watch tag
HP001977,2025Q3,NCNO,2025-08-26,$100M-$500M,weak,-1.0,2.0000,68.6887,-1.0,2.0,-1.0,2025-08-27,31.84,0001902733-25-000105,secondquarterfy26earningsp.htm,earnings_exhibit,28801,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/NCNO_000190273325000105_secondquarterfy26earningsp.htm.txt,18,,,HP2 - Dislocation momentum re-rater,HP2 - Dislocation momentum watch,,HP4 - Fundamental reacceleration watch tag
HP001978,2025Q3,NDAQ,2025-07-24,$1B-$2B,strong,7.0,2.0000,26.0126,2.0,2.0,1.0,2025-07-25,94.269997,0001193125-25-163817,d56011dex991.htm,earnings_exhibit,47860,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/NDAQ_000119312525163817_d56011dex991.htm.txt,18,,,,,,HP4 - Fundamental reacceleration watch tag
HP001979,2025Q3,NEM,2025-07-24,$2B-$10B,strong,7.0,4.0000,16.6971,2.0,2.0,1.0,2025-07-25,63.880001,0001164727-25-000033,newmontq22025earningsrelea.htm,earnings_exhibit,107419,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/NEM_000116472725000033_newmontq22025earningsrelea.htm.txt,18,,,,,,HP4 - Fundamental reacceleration watch tag
HP001980,2025Q3,NFLX,2025-07-17,$2B-$10B,strong,7.0,3.0000,26.1642,2.0,2.0,1.0,2025-07-18,124.195999,0001065280-25-000322,ex991_q225.htm,earnings_exhibit,38180,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/NFLX_000106528025000322_ex991_q225.htm.txt,18,,,,,,HP4 - Fundamental reacceleration watch tag
HP001981,2025Q3,NGVT,2025-08-04,$100M-$500M,weak,-3.0,-7.0000,27.6718,-1.0,-1.0,0.0,2025-08-05,46.830002,0001653477-25-000104,ex99106302025.htm,earnings_exhibit,38500,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/NGVT_000165347725000104_ex99106302025.htm.txt,18,,,HP2 - Dislocation momentum re-rater,HP2 - Dislocation momentum watch,,
HP001982,2025Q3,NOC,2025-07-22,>$10B,good,3.0,4.0000,20.5027,1.0,1.0,0.0,2025-07-23,562.349976,0001133421-25-000047,noc-06302025xearningsrelea.htm,earnings_exhibit,37425,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/NOC_000113342125000047_noc-06302025xearningsrelea.htm.txt,18,,,,,,HP4 - Fundamental reacceleration watch tag
HP001983,2025Q3,NSP,2025-08-01,$2B-$10B,strong,6.0,1.0000,-32.6676,1.0,1.0,1.0,2025-08-04,45.509998,0001000753-25-000063,a06302025-ex991earningsrel.htm,earnings_exhibit,22242,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/NSP_000100075325000063_a06302025-ex991earningsrel.htm.txt,18,,HP1 - Quality pullback re-rater,,,,
HP001984,2025Q3,NTNX,2025-08-27,$1B-$2B,good,5.0,0.0000,-20.3467,-1.0,2.0,1.0,2025-08-28,63.869999,0001171843-25-005613,exh_991.htm,earnings_exhibit,36902,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/NTNX_000117184325005613_exh_991.htm.txt,18,,HP1 - Quality pullback re-rater,,,,
HP001985,2025Q3,NTRS,2025-07-23,$1B-$2B,weak,-1.0,-8.0000,36.7613,2.0,-1.0,-1.0,2025-07-24,124.739998,0000073124-25-000229,q22025earningsreleaseex991.htm,earnings_exhibit,38720,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/NTRS_000007312425000229_q22025earningsreleaseex991.htm.txt,18,,,HP2 - Dislocation momentum re-rater,HP2 - Dislocation momentum watch,,
HP001986,2025Q3,NVDA,2025-08-27,>$10B,strong,8.0,1.0000,27.1142,2.0,2.0,1.0,2025-08-28,180.820007,0001045810-25-000207,q2fy26pr.htm,earnings_exhibit,24098,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/NVDA_000104581025000207_q2fy26pr.htm.txt,18,,,,,HP3 - Large-revenue theme-leader exception,
HP001987,2025Q3,ONC,2025-08-06,$1B-$2B,weak,-4.0,-2.0000,19.3183,-1.0,-1.0,-1.0,2025-08-07,297.209991,0001651308-25-000131,exhibit991-q22025earningsr.htm,earnings_exhibit,29230,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/ONC_000165130825000131_exhibit991-q22025earningsr.htm.txt,18,,,HP2 - Dislocation momentum re-rater,HP2 - Dislocation momentum watch,,
HP001988,2025Q3,PATK,2025-07-31,$500M-$1B,mixed,0.0,-6.0000,22.1605,1.0,1.0,-1.0,2025-08-01,98.949997,0000076605-25-000172,patk2025-q2991.htm,earnings_exhibit,24409,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/PATK_000007660525000172_patk2025-q2991.htm.txt,18,,,HP2 - Dislocation momentum re-rater,HP2 - Dislocation momentum watch,,
HP001989,2025Q3,PBH,2025-08-07,$100M-$500M,strong,7.0,0.0000,-21.8416,2.0,2.0,1.0,2025-08-08,67.309998,0001295947-25-000027,exhibit991fy26-q1earningsr.htm,earnings_exhibit,22973,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/PBH_000129594725000027_exhibit991fy26-q1earningsr.htm.txt,18,,HP1 - Quality pullback re-rater,,,,
HP001990,2025Q3,PGY,2025-07-17,$100M-$500M,weak,-2.0,0.0000,153.9402,-1.0,1.0,-1.0,2025-07-18,30.129999,0001883085-25-000140,pagayaannouncesprelimina.htm,earnings_exhibit,12101,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/PGY_000188308525000140_pagayaannouncesprelimina.htm.txt,18,,,HP2 - Dislocation momentum re-rater,HP2 - Dislocation momentum watch,,
HP001991,2025Q3,PHIN,2025-07-24,$1B-$2B,good,4.0,2.0000,22.8892,1.0,1.0,1.0,2025-07-25,50.360001,0001968915-25-000051,q220258kex991pressrelease.htm,earnings_exhibit,21898,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/PHIN_000196891525000051_q220258kex991pressrelease.htm.txt,18,,,,,,HP4 - Fundamental reacceleration watch tag
HP001992,2025Q3,PNC,2025-07-16,$2B-$10B,good,5.0,3.0000,26.9398,2.0,2.0,-1.0,2025-07-17,193.050003,0000713676-25-000048,q22025financialsupplement.htm,earnings_exhibit,55662,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/PNC_000071367625000048_q22025financialsupplement.htm.txt,18,,,,,,HP4 - Fundamental reacceleration watch tag
HP001993,2025Q3,PNR,2025-07-22,$2B-$10B,strong,7.0,7.0000,17.8612,2.0,2.0,1.0,2025-07-23,104.919998,0000077360-25-000035,q22025pressrelease.htm,earnings_exhibit,21664,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/PNR_000007736025000035_q22025pressrelease.htm.txt,18,,,,,,HP4 - Fundamental reacceleration watch tag
HP001994,2025Q3,POWI,2025-08-06,$100M-$500M,strong,6.0,0.0000,-30.9125,1.0,2.0,1.0,2025-08-07,40.43,0000833640-25-000155,powi-20250806xex99d1.htm,earnings_exhibit,22386,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/POWI_000083364025000155_powi-20250806xex99d1.htm.txt,18,,HP1 - Quality pullback re-rater,,,,
HP001995,2025Q3,PRGS,2025-09-29,$500M-$1B,strong,7.0,0.0000,-29.4398,2.0,2.0,1.0,2025-09-30,42.950001,0000876167-25-000142,exhibit991-q32025earningsr.htm,earnings_exhibit,31599,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/PRGS_000087616725000142_exhibit991-q32025earningsr.htm.txt,18,,HP1 - Quality pullback re-rater,,,,
HP001996,2025Q3,PWR,2025-07-31,>$10B,good,5.0,3.0000,20.7146,1.0,1.0,1.0,2025-08-01,392.600006,0001193125-25-169944,d28227dex991.htm,earnings_exhibit,64152,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/PWR_000119312525169944_d28227dex991.htm.txt,18,,,,,,HP4 - Fundamental reacceleration watch tag
HP001997,2025Q3,QRVO,2025-07-29,$2B-$10B,strong,7.0,3.0000,34.3488,1.0,2.0,1.0,2025-07-30,91.290001,0001604778-25-000064,earningsrelease20250628.htm,earnings_exhibit,34362,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/QRVO_000160477825000064_earningsrelease20250628.htm.txt,18,,,,,,HP4 - Fundamental reacceleration watch tag
HP001998,2025Q3,RM,2025-07-30,$100M-$500M,strong,7.0,5.0000,10.3527,2.0,2.0,1.0,2025-07-31,33.790001,0000950170-25-100271,rm-ex99_1.htm,earnings_exhibit,28721,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/RM_000095017025100271_rm-ex99_1.htm.txt,18,,,,,,HP4 - Fundamental reacceleration watch tag
HP001999,2025Q3,RMBS,2025-07-28,$100M-$500M,strong,7.0,3.0000,30.7692,2.0,2.0,1.0,2025-07-29,68.0,0000950170-25-099166,rmbs-ex99_1.htm,earnings_exhibit,16539,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/RMBS_000095017025099166_rmbs-ex99_1.htm.txt,18,,,,,,HP4 - Fundamental reacceleration watch tag
HP002000,2025Q3,ROK,2025-08-06,$2B-$10B,good,4.0,2.0000,15.8156,2.0,1.0,1.0,2025-08-07,333.850006,0001024478-25-000081,q3fy25ex99.htm,earnings_exhibit,34390,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/ROK_000102447825000081_q3fy25ex99.htm.txt,18,,,,,,HP4 - Fundamental reacceleration watch tag
HP002001,2025Q3,ROKU,2025-07-31,$500M-$1B,good,3.0,3.0000,42.3774,-1.0,1.0,1.0,2025-08-01,85.220001,0001428439-25-000035,a08form8ker-exhibit991q225.htm,earnings_exhibit,27832,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/ROKU_000142843925000035_a08form8ker-exhibit991q225.htm.txt,18,,,,,,HP4 - Fundamental reacceleration watch tag
HP002002,2025Q3,SIG,2025-09-02,$1B-$2B,mixed,0.0,0.0000,21.8775,1.0,-1.0,1.0,2025-09-03,91.139999,0000832988-25-000170,fy26ex99109x02x25pressrele.htm,earnings_exhibit,36505,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/SIG_000083298825000170_fy26ex99109x02x25pressrele.htm.txt,18,,,HP2 - Dislocation momentum re-rater,HP2 - Dislocation momentum watch,,
HP002003,2025Q3,SJM,2025-08-27,$2B-$10B,good,4.0,3.0000,11.3777,1.0,1.0,1.0,2025-08-28,105.82,0000091419-25-000069,sjm20250827exhibit991.htm,earnings_exhibit,30633,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/SJM_000009141925000069_sjm20250827exhibit991.htm.txt,18,,,,,,HP4 - Fundamental reacceleration watch tag
HP002004,2025Q3,SKYW,2025-07-24,$2B-$10B,good,5.0,3.0000,30.4297,1.0,1.0,1.0,2025-07-25,111.400002,0001558370-25-009532,skyw-20250724xex99d1.htm,earnings_exhibit,16774,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/SKYW_000155837025009532_skyw-20250724xex99d1.htm.txt,18,,,,,,HP4 - Fundamental reacceleration watch tag
HP002005,2025Q3,SLG,2025-07-17,$100M-$500M,weak,-1.0,-5.0000,19.2382,1.0,-1.0,0.0,2025-07-18,61.669998,0001040971-25-000027,a25q2earningsrelease.htm,earnings_exhibit,35658,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/SLG_000104097125000027_a25q2earningsrelease.htm.txt,18,,,HP2 - Dislocation momentum re-rater,HP2 - Dislocation momentum watch,,
HP002006,2025Q3,SLVM,2025-08-08,$1B-$2B,good,5.0,3.0000,-26.7919,1.0,1.0,1.0,2025-08-11,40.139999,0001856485-25-000022,sylvamoex9912025secondquar.htm,earnings_exhibit,25941,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/SLVM_000185648525000022_sylvamoex9912025secondquar.htm.txt,18,,HP1 - Quality pullback re-rater,,,,
HP002007,2025Q3,SMCI,2025-08-05,$2B-$10B,weak,-1.0,-1.0000,62.5343,1.0,-1.0,-1.0,2025-08-06,47.330002,0001375365-25-000023,exhibit991_q425.htm,earnings_exhibit,22344,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/SMCI_000137536525000023_exhibit991_q425.htm.txt,18,,,HP2 - Dislocation momentum re-rater,HP2 - Dislocation momentum watch,,
HP002008,2025Q3,SMP,2025-08-05,$500M-$1B,weak,-1.0,1.0000,28.3864,1.0,-1.0,0.0,2025-08-06,34.689999,0000093389-25-000063,a991pressrelease-63025.htm,earnings_exhibit,26853,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/SMP_000009338925000063_a991pressrelease-63025.htm.txt,18,,,HP2 - Dislocation momentum re-rater,HP2 - Dislocation momentum watch,,
HP002009,2025Q3,SNDK,,>$10B,strong,8.0,0.0000,10.1792,2.0,2.0,1.0,08/22/25,46.11000061035156,,,,,,0,missing_accession;missing_text_path;missing_evidence_snippets,,,,HP3 - Large-revenue theme-leader exception,
HP002010,2025Q3,SPHR,2025-08-11,$500M-$1B,mixed,0.0,-4.0000,19.9262,-1.0,1.0,1.0,2025-08-12,39.0,0001795250-25-000033,sphrex991-earningsrelease6.htm,earnings_exhibit,26250,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/SPHR_000179525025000033_sphrex991-earningsrelease6.htm.txt,18,,,HP2 - Dislocation momentum re-rater,HP2 - Dislocation momentum watch,,
HP002011,2025Q3,SSNC,2025-07-23,$1B-$2B,strong,7.0,3.0000,19.3485,2.0,2.0,1.0,2025-07-24,85.0,0000950170-25-097888,ssnc-ex99_1.htm,earnings_exhibit,32513,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/SSNC_000095017025097888_ssnc-ex99_1.htm.txt,18,,,,,,HP4 - Fundamental reacceleration watch tag
HP002012,2025Q3,STT,2025-07-15,$2B-$10B,weak,-1.0,-8.0000,28.4020,2.0,-1.0,-1.0,2025-07-16,102.849998,0000093751-25-000403,exhibit992-2q25earningsrel.htm,earnings_exhibit,68575,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/STT_000009375125000403_exhibit992-2q25earningsrel.htm.txt,18,,,HP2 - Dislocation momentum re-rater,HP2 - Dislocation momentum watch,,
HP002013,2025Q3,STX,2025-07-29,$2B-$10B,good,5.0,2.0000,61.8086,-1.0,2.0,1.0,2025-07-30,141.0,0001137789-25-000148,stxq42025pressreleasefinan.htm,earnings_exhibit,29669,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/STX_000113778925000148_stxq42025pressreleasefinan.htm.txt,18,,,,,,HP4 - Fundamental reacceleration watch tag
HP002014,2025Q3,SWK,2025-07-29,$2B-$10B,good,5.0,7.0000,13.5610,1.0,1.0,1.0,2025-07-30,68.5,0000093556-25-000141,ex991q22025.htm,earnings_exhibit,25998,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/SWK_000009355625000141_ex991q22025.htm.txt,18,,,,,,HP4 - Fundamental reacceleration watch tag
HP002015,2025Q3,SXT,2025-07-25,$100M-$500M,good,4.0,2.0000,23.8908,1.0,1.0,1.0,2025-07-28,112.529999,0001140361-25-027250,ef20052538_ex99-1.htm,earnings_exhibit,21773,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/SXT_000114036125027250_ef20052538_ex99-1.htm.txt,18,,,,,,HP4 - Fundamental reacceleration watch tag
HP002016,2025Q3,SYM,2025-08-06,$1B-$2B,mixed,2.0,3.0000,107.7658,-1.0,1.0,-1.0,2025-08-07,50.029999,0001837240-25-000261,q3258-k_ex991.htm,earnings_exhibit,27084,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/SYM_000183724025000261_q3258-k_ex991.htm.txt,18,,,,,,HP4 - Fundamental reacceleration watch tag
HP002017,2025Q3,TENB,2025-07-30,$100M-$500M,good,4.0,2.0000,22.1078,-1.0,2.0,1.0,2025-07-31,35.57,0001660280-25-000087,q22025financialresults-ear.htm,earnings_exhibit,29989,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/TENB_000166028025000087_q22025financialresults-ear.htm.txt,18,,,,,,HP4 - Fundamental reacceleration watch tag
