Ticker,Revenue group,Net income group,Assets,Financing cash flow,Investing cash flow,Operating cash flow,return from 2024 q3 to today,revenue_value,net_income_margin,operating_cash_flow_margin,fcf_proxy,fcf_proxy_margin,financing_dependence,accrual_spread,asset_turnover,cash_quality_score,cash_quality_bucket
SCL,$500M-$1B,16142000,2363354000,113536000,-90341000,-72058000,-37.7306,651436000.0,0.024779,-0.110614,-162399000.0,-0.249294,0.174286,0.135393,0.27564,-0.669587,-1 to 0 mixed
SCSC,$2B-$10B,24042000,2068169000,25565000,-6549000,-20508000,-7.9293,2840573000.0,0.008464,-0.00722,-27057000.0,-0.009525,0.009,0.015683,1.373472,-0.041428,-1 to 0 mixed
SCVL,$100M-$500M,16526000,976629000,-5811000,-15026000,2052000,-48.9592,281184000.0,0.058773,0.007298,-12974000.0,-0.046141,0.0,0.051475,0.287913,-0.090318,-1 to 0 mixed
SEAT,$100M-$500M,12182000,1550099000,-10800000,-2607000,65111000,-94.257,136581000.0,0.089192,0.476721,62504000.0,0.457633,0.0,-0.387528,0.088111,0.546826,0 to 1 okay
SEDG,$500M-$1B,138378000,4587731000,-5222000,-67780000,7923000,87.5749,943889000.0,0.146604,0.008394,-59857000.0,-0.063415,0.0,0.13821,0.205742,-0.193231,-1 to 0 mixed
SEIC,$100M-$500M,107015000,2520003000,-118589000,-16988000,114364000,39.833,469119000.0,0.228119,0.243785,97376000.0,0.207572,0.0,-0.015666,0.186158,0.435691,0 to 1 okay
SEM,$1B-$2B,70805000,7699736000,3419000,-69062000,51440000,-13.0347,1664980000.0,0.042526,0.030895,-17622000.0,-0.010584,0.002053,0.011631,0.216239,0.006627,0 to 1 okay
SFIX,$1B-$2B,-143314000,614478000,-38885000,39093000,-15675000,-8.4524,1227782000.0,-0.116726,-0.012767,23418000.0,0.019073,0.0,-0.103959,1.998089,-0.097653,-1 to 0 mixed
SFM,$1B-$2B,76160000,3327428000,-118080000,-60086000,179820000,-14.7993,1733310000.0,0.043939,0.103744,119734000.0,0.069078,0.0,-0.059805,0.520916,0.113017,0 to 1 okay
SG,$100M-$500M,-33657000,856557000,723000,-32379000,-3130000,-76.9907,125062000.0,-0.269123,-0.025028,-35509000.0,-0.283931,0.005781,-0.244095,0.146005,-0.558835,-1 to 0 mixed
SGRY,$100M-$500M,-24900000,6876700000,-41200000,-70700000,74500000,-38.0311,417369000.0,-0.059659,0.178499,3800000.0,0.009105,0.0,-0.238159,0.060693,-0.050555,-1 to 0 mixed
SHAK,$100M-$500M,-1534000,1605857000,-3369000,46462000,19820000,11.2099,253278000.0,-0.006057,0.078254,66282000.0,0.261697,0.0,-0.084311,0.157721,0.25564,0 to 1 okay
SHC,$100M-$500M,2842000,3130420000,273916000,-44968000,33871000,32.5611,220590000.0,0.012884,0.153547,-11097000.0,-0.050306,1.241743,-0.140664,0.070467,-1.279165,-2 to -1 weak
SHLS,$100M-$500M,14296000,843993000,-10216000,-2003000,9913000,25.0,105086000.0,0.136041,0.094332,7910000.0,0.075272,0.0,0.041709,0.124511,0.127895,0 to 1 okay
SHO,$100M-$500M,21087000,3149321000,-36479000,-22474000,47248000,-7.8646,243443000.0,0.08662,0.194082,24774000.0,0.101765,0.0,-0.107463,0.0773,0.188385,0 to 1 okay
SHOO,$100M-$500M,36786000,1205121000,-49740000,-2426000,-13275000,-9.7711,463834000.0,0.079309,-0.02862,-15701000.0,-0.03385,0.0,0.107929,0.384886,-0.170399,-1 to 0 mixed
SHW,$2B-$10B,477400000,23129900000,98100000,-233400000,88200000,12.5695,5442400000.0,0.087719,0.016206,-145200000.0,-0.026679,0.018025,0.071513,0.235297,-0.100011,-1 to 0 mixed
SIG,$1B-$2B,97400000,6205400000,-100700000,-27100000,-381800000,-3.0278,1668000000.0,0.058393,-0.228897,-408900000.0,-0.245144,0.0,0.28729,0.268798,-0.761331,-1 to 0 mixed
SIGI,$500M-$1B,92574000,11802546000,-27075000,-98238000,135769000,-9.9015,999820000.0,0.092591,0.135793,37531000.0,0.037538,0.0,-0.043203,0.084712,0.130128,0 to 1 okay
SIRI,$2B-$10B,233000000,10374000000,-119000000,-235000000,350000000,-6.0315,2144000000.0,0.108675,0.163246,115000000.0,0.053638,0.0,-0.054571,0.206671,0.162313,0 to 1 okay
SITC,$100M-$500M,15284000,4061351000,12904000,-50826000,42167000,-67.5519,138692000.0,0.110201,0.304033,-8659000.0,-0.062433,0.093041,-0.193832,0.034149,-0.045273,-1 to 0 mixed
SJM,$2B-$10B,631700000,16055000000,-944500000,-355500000,1136300000,-11.9116,5575800000.0,0.113293,0.203791,780800000.0,0.140034,0.0,-0.090498,0.347294,0.253327,0 to 1 okay
SKT,$100M-$500M,23541000,2324119000,-33011000,-1873000,25574000,35.3293,108943000.0,0.216085,0.234747,23701000.0,0.217554,0.0,-0.018661,0.046875,0.43364,0 to 1 okay
SKWD,$100M-$500M,15556000,2953435000,66455000,-193426000,107207000,24.6464,189930000.0,0.081904,0.564455,-86219000.0,-0.453951,0.349892,-0.482551,0.064308,-0.72194,-1 to 0 mixed
SKY,$2B-$10B,248044000,1562724000,-19936000,-31967000,224479000,19.6379,2207229000.0,0.112378,0.101702,192512000.0,0.087219,0.0,0.010676,1.412424,0.178244,0 to 1 okay
SKYW,$2B-$10B,111910000,7233761000,-181695000,3032000,150203000,0.1578,3122592000.0,0.035839,0.048102,153235000.0,0.049073,0.0,-0.012263,0.431669,0.084912,0 to 1 okay
SLAB,$100M-$500M,2117399000,1443056000,-24539000,254281000,-13280000,94.1511,246787000.0,8.579864,-0.053812,241001000.0,0.976555,0.0,8.633676,0.171017,-1.077257,-2 to -1 weak
SLB,$2B-$10B,934000000,47957000000,62000000,-547000000,330000000,16.9019,7736000000.0,0.120734,0.042658,-217000000.0,-0.028051,0.008014,0.078077,0.161311,-0.071484,-1 to 0 mixed
SLG,$100M-$500M,-35993000,9531181000,-2772000,-66369000,42349000,-23.708,245764000.0,-0.146454,0.172316,-24020000.0,-0.097736,0.0,-0.318769,0.025785,-0.24419,-1 to 0 mixed
SLQT,$500M-$1B,-10706000,1219251000,-29254000,-6860000,-12835000,-67.2626,781070000.0,-0.013707,-0.016433,-19695000.0,-0.025215,0.0,0.002726,0.640615,-0.044374,-1 to 0 mixed
SLVM,$500M-$1B,97000000,2872000000,-8000000,-228000000,63000000,-37.5579,941000000.0,0.103082,0.06695,-165000000.0,-0.175345,0.0,0.036132,0.327646,-0.144527,-1 to 0 mixed
SM,$500M-$1B,198552000,6379985000,-58358000,-240405000,331634000,-33.0104,573505000.0,0.346208,0.578258,91229000.0,0.159073,0.0,-0.23205,0.089891,0.505281,0 to 1 okay
SMCI,$2B-$10B,446429000,3674729000,-547291000,-28618000,672919000,-66.2683,4938621000.0,0.090395,0.136256,644301000.0,0.130462,0.0,-0.045861,1.343942,0.220857,0 to 1 okay
SMHI,$100M-$500M,-9589000,780336000,-10982000,12141000,-552000,-46.4654,368868000.0,-0.025996,-0.001496,11589000.0,0.031418,0.0,-0.024499,0.472704,0.005422,0 to 1 okay
SMP,$100M-$500M,11918000,1293047000,27342000,-4350000,-20442000,36.8873,328028000.0,0.036332,-0.062318,-24792000.0,-0.075579,0.083353,0.09865,0.253686,-0.3199,-1 to 0 mixed
SNA,$1B-$2B,248700000,7544900000,-152100000,-72900000,301600000,45.3992,1275600000.0,0.194967,0.236438,228700000.0,0.179288,0.0,-0.041471,0.169068,0.374255,0 to 1 okay
SNBR,$500M-$1B,11465000,950880000,-3358000,-15556000,18581000,-77.1116,526527000.0,0.021775,0.03529,3025000.0,0.005745,0.0,-0.013515,0.553726,0.02752,0 to 1 okay
SNCY,$100M-$500M,38328000,1623627000,38811000,-95237000,47861000,30.0878,294115000.0,0.130316,0.162729,-47376000.0,-0.16108,0.131959,-0.032412,0.181147,-0.162722,-1 to 0 mixed
SNDX,$100M-$500M,-41126000,612880000,2474000,19915000,-39228000,2.82,139709000.0,-0.294369,-0.280784,-19313000.0,-0.138237,0.017708,-0.013585,0.227955,-0.450315,-1 to 0 mixed
SNPS,$2B-$10B,544446000,10333131000,-591170000,-127712000,817691000,-31.0412,2496241000.0,0.218106,0.327569,689979000.0,0.276407,0.0,-0.109463,0.241576,0.494514,0 to 1 okay
SO,$2B-$10B,799000000,139331000000,454000000,-2118000000,844000000,24.529,6480000000.0,0.123302,0.130247,-1274000000.0,-0.196605,0.070062,-0.006944,0.046508,-0.143364,-1 to 0 mixed
SONO,$500M-$1B,44537000,1002241000,-30669000,-23403000,69324000,-1.0204,976752000.0,0.045597,0.070974,45921000.0,0.047014,0.0,-0.025377,0.974568,0.092611,0 to 1 okay
SPB,$1B-$2B,-74600000,5258400000,-69600000,-33800000,177600000,-2.5322,1442500000.0,-0.051716,0.12312,143800000.0,0.099688,0.0,-0.174835,0.274323,0.047972,0 to 1 okay
SPG,$1B-$2B,519255000,34283495000,-135146000,-159740000,828681000,28.8617,1350849000.0,0.384392,0.613452,668941000.0,0.4952,0.0,-0.22906,0.039402,0.879592,0 to 1 okay
SPGI,$2B-$10B,795000000,60589000000,-230000000,-253000000,594000000,-2.644,3160000000.0,0.251582,0.187975,341000000.0,0.107911,0.0,0.063608,0.052155,0.232278,0 to 1 okay
SPHR,$100M-$500M,-34020000,4973015000,200485000,-825484000,137824000,283.5279,444732000.0,-0.076496,0.309903,-687660000.0,-1.546235,0.4508,-0.386399,0.089429,-2.07353,<=-2 bad
SPNT,$500M-$1B,135900000,12871500000,-39400000,6100000,94200000,92.8922,678100000.0,0.200413,0.138918,100300000.0,0.147913,0.0,0.061495,0.052682,0.225335,0 to 1 okay
SPXC,$100M-$500M,42800000,2439700000,62900000,-3900000,-4400000,55.5129,399800000.0,0.107054,-0.011006,-8300000.0,-0.02076,0.157329,0.118059,0.163873,-0.307154,-1 to 0 mixed
SR,$1B-$2B,270200000,10049000000,161500000,-340700000,179900000,49.5072,1937400000.0,0.139465,0.092856,-160800000.0,-0.082998,0.083359,0.046609,0.192795,-0.120109,-1 to 0 mixed
SSNC,$1B-$2B,126000000,18102500000,-755300000,-49800000,254800000,9.6674,1362700000.0,0.092463,0.186982,205000000.0,0.150437,0.0,-0.094518,0.075277,0.2429,0 to 1 okay
SSP,$500M-$1B,-18540000,5410120000,-8857000,-7921000,15227000,100.1394,527778000.0,-0.035128,0.028851,7306000.0,0.013843,0.0,-0.06398,0.097554,-0.021285,-1 to 0 mixed
SSTK,$100M-$500M,32843000,1036015000,-70667000,-15937000,66775000,-54.3028,215280000.0,0.152559,0.310177,50838000.0,0.236148,0.0,-0.157618,0.207796,0.388708,0 to 1 okay
STC,$500M-$1B,-8190000,2702861000,-17383000,-4812000,-51062000,15.5663,524305000.0,-0.015621,-0.09739,-55874000.0,-0.106568,0.0,0.081769,0.193981,-0.285727,-1 to 0 mixed
STE,$2B-$10B,243888000,10821839000,115830000,-666559000,684811000,0.0721,4223403000.0,0.057747,0.162147,18252000.0,0.004322,0.027426,-0.1044,0.390267,0.034643,0 to 1 okay
STEP,$1B-$2B,193885000,3497403000,-70439000,-210241000,214281000,13.7774,1365525000.0,0.141986,0.156922,4040000.0,0.002959,0.0,-0.014936,0.39044,0.144944,0 to 1 okay
STGW,$500M-$1B,1389000,3767047000,12923000,-10815000,-85113000,1.1747,622444000.0,0.002232,-0.13674,-95928000.0,-0.154115,0.020762,0.138972,0.165234,-0.450588,-1 to 0 mixed
STKL,$100M-$500M,1377000,669424000,21821000,-25457000,3867000,19.8339,154969000.0,0.008886,0.024953,-21590000.0,-0.139318,0.140809,-0.016068,0.231496,-0.271241,-1 to 0 mixed
STLD,$2B-$10B,637310000,14908420000,-447613000,-309646000,733783000,73.5195,4893206000.0,0.130244,0.14996,424137000.0,0.086679,0.0,-0.019716,0.328218,0.216923,0 to 1 okay
STRA,$100M-$500M,-2028000,2125213000,-19719000,-23285000,35242000,-31.4369,256606000.0,-0.007903,0.137339,11957000.0,0.046597,0.0,-0.145242,0.120744,0.038694,0 to 1 okay
STRL,$100M-$500M,19649000,1777184000,-35131000,6505000,49058000,327.9755,403579000.0,0.048687,0.121557,55563000.0,0.137676,0.0,-0.07287,0.227089,0.186363,0 to 1 okay
STT,$2B-$10B,549000000,297258000000,-11722000000,14312000000,-2862000000,107.7915,3101000000.0,0.17704,-0.922928,11450000000.0,3.692357,0.0,1.099968,0.010432,-0.022896,-1 to 0 mixed
STX,$2B-$10B,-437000000,7556000000,-321000000,-252000000,724000000,388.4757,5782000000.0,-0.075579,0.125216,472000000.0,0.081633,0.0,-0.200796,0.76522,0.006053,0 to 1 okay
STZ,$2B-$10B,-40400000,24662300000,-1929500000,-1035800000,2705400000,-40.4193,8820700000.0,-0.00458,0.30671,1669600000.0,0.189282,0.0,-0.31129,0.357659,0.184702,0 to 1 okay
SUPN,$100M-$500M,16948000,1277673000,80174000,239780000,49126000,85.3445,153764000.0,0.110221,0.31949,288906000.0,1.878892,0.521409,-0.209269,0.120347,1.467704,1 to 2 good
SVV,$100M-$500M,-10195000,1867405000,16630000,-20850000,-14834000,-28.5714,345684000.0,-0.029492,-0.042912,-35684000.0,-0.103227,0.048108,0.01342,0.185115,-0.207667,-1 to 0 mixed
SWBI,$500M-$1B,194494000,541294000,-105987000,-24116000,137814000,6.2064,864126000.0,0.225076,0.159484,113698000.0,0.131576,0.0,0.065592,1.596408,0.225467,0 to 1 okay
SWIM,$100M-$500M,-14368000,835003000,47086000,-9942000,-14476000,101.4852,137719000.0,-0.104328,-0.105113,-24418000.0,-0.177303,0.341899,0.000784,0.164932,-0.625099,-1 to 0 mixed
SWK,$2B-$10B,-187800000,23663800000,324200000,-61200000,-286300000,-1.0189,3931800000.0,-0.047764,-0.072817,-347500000.0,-0.088382,0.082456,0.025052,0.166153,-0.268706,-1 to 0 mixed
SWKS,$2B-$10B,309400000,8426700000,-589300000,-329200000,1185100000,-42.6693,2482400000.0,0.124637,0.477401,855900000.0,0.344787,0.0,-0.352763,0.294587,0.469425,0 to 1 okay
SWX,$1B-$2B,45911000,11869896000,-714823000,835665000,-185742000,28.7754,1603304000.0,0.028635,-0.11585,649923000.0,0.405365,0.0,0.144485,0.135073,0.145031,0 to 1 okay
SXC,$100M-$500M,16300000,1660400000,-14600000,-22300000,30200000,-33.4848,487800000.0,0.033415,0.061911,7900000.0,0.016195,0.0,-0.028495,0.293785,0.04961,0 to 1 okay
SXT,$100M-$500M,33651000,2014507000,24552000,-22879000,-3045000,66.7773,369006000.0,0.091194,-0.008252,-25924000.0,-0.070254,0.066536,0.099446,0.183174,-0.244487,-1 to 0 mixed
SYK,$2B-$10B,592000000,39912000000,-481000000,-132000000,445000000,-3.8453,4778000000.0,0.123901,0.093135,313000000.0,0.065509,0.0,0.030766,0.119713,0.127878,0 to 1 okay
SYM,$100M-$500M,-13311000,1050710000,-10726000,-216147000,132364000,64.7903,473166000.0,-0.028132,0.279741,-83783000.0,-0.177069,0.0,-0.307873,0.45033,-0.205201,-1 to 0 mixed
SYNA,$1B-$2B,64600000,2611400000,-134200000,-28100000,237000000,2.8059,1127800000.0,0.05728,0.210144,208900000.0,0.185228,0.0,-0.152864,0.431876,0.242508,0 to 1 okay
SYY,>$50B,1036388000,22821145000,-1023052000,-481354000,1425782000,5.0335,56596459000.0,0.018312,0.025192,944428000.0,0.016687,0.0,-0.00688,2.480001,0.034999,0 to 1 okay
T,$10B-$50B,4228000000,407060000000,-3711000000,-3818000000,6678000000,42.1518,30139000000.0,0.140283,0.221573,2860000000.0,0.094894,0.0,-0.08129,0.074041,0.235177,0 to 1 okay
TALO,$100M-$500M,89860000,4816309000,117116000,-106976000,62857000,23.8794,322582000.0,0.278565,0.194856,-44119000.0,-0.136768,0.363058,0.083709,0.066977,-0.388679,-1 to 0 mixed
TAP,$2B-$10B,72500000,26375100000,-102500000,-177400000,3400000,-17.1948,2774800000.0,0.026128,0.001225,-174000000.0,-0.062707,0.0,0.024903,0.105205,-0.086385,-1 to 0 mixed
TASK,$100M-$500M,9509000,864202000,-7097000,-6244000,43683000,-51.6153,235306000.0,0.040411,0.185643,37439000.0,0.159108,0.0,-0.145232,0.272281,0.199519,0 to 1 okay
TBI,$500M-$1B,-4289000,899383000,-26825000,-8376000,9151000,-54.1748,568244000.0,-0.007548,0.016104,775000.0,0.001364,0.0,-0.023652,0.631815,-0.006184,-1 to 0 mixed
TBLA,$100M-$500M,-31313000,1707802000,-206000,35310000,17524000,12.6899,327686000.0,-0.095558,0.053478,52834000.0,0.161234,0.0,-0.149036,0.191876,0.065676,0 to 1 okay
TDAY,$500M-$1B,10344000,2181247000,-38640000,20704000,6718000,54.1015,668917000.0,0.015464,0.010043,27422000.0,0.040995,0.0,0.005421,0.306667,0.045617,0 to 1 okay
TDG,$2B-$10B,228000000,19970000000,1068000000,-76000000,507000000,-11.4617,2989000000.0,0.07628,0.169622,431000000.0,0.144195,0.35731,-0.093342,0.149675,-0.136835,-1 to 0 mixed
TDY,$1B-$2B,178700000,14527900000,-103400000,-76900000,203000000,66.1692,1383300000.0,0.129184,0.146751,126100000.0,0.091159,0.0,-0.017567,0.095217,0.220343,0 to 1 okay
TEAD,$100M-$500M,-5605000,664637000,-7411000,-4039000,-20478000,-83.846,231774000.0,-0.024183,-0.088353,-24517000.0,-0.10578,0.0,0.06417,0.348723,-0.258303,-1 to 0 mixed
TECH,$500M-$1B,209779000,2638692000,46838000,-260893000,171000000,-23.3909,835382000.0,0.251117,0.204697,-89893000.0,-0.107607,0.056068,0.046421,0.316589,-0.005399,-1 to 0 mixed
TEL,$2B-$10B,830000000,21712000000,-1006000000,-404000000,1215000000,39.2594,8001000000.0,0.103737,0.151856,811000000.0,0.101362,0.0,-0.048119,0.368506,0.205099,0 to 1 okay
TENB,$100M-$500M,-25097000,1606871000,9790000,11140000,38746000,-52.8824,188839000.0,-0.132902,0.20518,49886000.0,0.264172,0.051843,-0.338082,0.11752,0.079427,0 to 1 okay
TER,$500M-$1B,83531000,3383407000,-129501000,-94863000,19336000,167.1757,617529000.0,0.135267,0.031312,-75527000.0,-0.122305,0.0,0.103955,0.182517,-0.194948,-1 to 0 mixed
TEX,$1B-$2B,112600000,3615500000,-31700000,-29700000,9100000,13.5636,1235700000.0,0.091122,0.007364,-20600000.0,-0.016671,0.0,0.083758,0.341778,-0.093065,-1 to 0 mixed
TG,$100M-$500M,-1009000,446461000,13581000,-8763000,-9108000,97.9382,468372000.0,-0.002154,-0.019446,-17871000.0,-0.038156,0.028996,0.017292,1.049077,-0.10389,-1 to 0 mixed
TGLS,$100M-$500M,48235000,962717000,-3287000,-15688000,43063000,-11.0491,202639000.0,0.238034,0.212511,27375000.0,0.135092,0.0,0.025523,0.210487,0.32208,0 to 1 okay
TGNA,$500M-$1B,104303000,7000057000,-34767000,-4122000,170387000,43.2761,740327000.0,0.140888,0.230151,166265000.0,0.224583,0.0,-0.089263,0.10576,0.365471,0 to 1 okay
TGT,$10B-$50B,950000000,52150000000,-571000000,-1602000000,1265000000,-17.0015,25322000000.0,0.037517,0.049957,-337000000.0,-0.013309,0.0,-0.01244,0.485561,0.024208,0 to 1 okay
TH,$100M-$500M,43825000,694353000,-125325000,-28445000,14529000,65.0232,147819000.0,0.296477,0.098289,-13916000.0,-0.094142,0.0,0.198188,0.212887,-0.194041,-1 to 0 mixed
THR,$100M-$500M,20092000,649629000,-22658000,-4531000,28754000,75.7143,355674000.0,0.05649,0.080844,24223000.0,0.068105,0.0,-0.024354,0.547503,0.124594,0 to 1 okay
THRM,$100M-$500M,7963000,1234371000,-12965000,-2549000,25109000,-38.9879,363625000.0,0.021899,0.069052,22560000.0,0.062042,0.0,-0.047153,0.294583,0.083941,0 to 1 okay
THRY,$100M-$500M,9314000,783170000,-17055000,-5136000,32311000,-79.211,245555000.0,0.03793,0.131584,27175000.0,0.110668,0.0,-0.093653,0.31354,0.148598,0 to 1 okay
TILE,$100M-$500M,-714000,1230095000,-21035000,-5712000,29584000,90.4016,295792000.0,-0.002414,0.100016,23872000.0,0.080705,0.0,-0.10243,0.240463,0.078292,0 to 1 okay
TIPT,$100M-$500M,-1062000,5139313000,78302000,-247523000,43046000,4.3531,381625000.0,-0.002783,0.112797,-204477000.0,-0.535806,0.20518,-0.115579,0.074256,-0.743769,-1 to 0 mixed
TITN,$500M-$1B,26965000,1992261000,98196000,-26300000,-77704000,34.7527,569631000.0,0.047338,-0.136411,-104004000.0,-0.182581,0.172385,0.183749,0.285922,-0.675127,-1 to 0 mixed
TJX,$2B-$10B,891000000,28681000000,-837000000,-362000000,745000000,43.1005,7784024000.0,0.114465,0.095709,383000000.0,0.049203,0.0,0.018756,0.2714,0.126156,0 to 1 okay
TKO,$100M-$500M,-103840000,12690739000,-109575000,-4581000,69699000,71.0092,306730000.0,-0.338539,0.227232,65118000.0,0.212297,0.0,-0.565771,0.02417,-0.126241,-1 to 0 mixed
TMHC,$1B-$2B,191051000,8672087000,-165070000,-24580000,347449000,13.4553,1661857000.0,0.114962,0.209073,322869000.0,0.194282,0.0,-0.09411,0.191633,0.309244,0 to 1 okay
TMO,$10B-$50B,1292000000,98726000000,-2593000000,-3142000000,729000000,-9.0324,10710000000.0,0.120635,0.068067,-2413000000.0,-0.225303,0.0,0.052568,0.108482,-0.209804,-1 to 0 mixed
TMUS,$10B-$50B,1940000000,207682000000,-2273000000,-1728000000,4051000000,11.2844,19632000000.0,0.098818,0.206347,2323000000.0,0.118327,0.0,-0.107529,0.094529,0.217145,0 to 1 okay
TNDM,$100M-$500M,-123873000,952658000,-541000,-26329000,-18326000,-50.0747,169383000.0,-0.731319,-0.108193,-44655000.0,-0.263633,0.0,-0.623126,0.1778,-0.994952,-1 to 0 mixed
TNET,$1B-$2B,131000000,3693000000,200000000,-23000000,-77000000,-58.767,1246000000.0,0.105136,-0.061798,-100000000.0,-0.080257,0.160514,0.166934,0.337395,-0.469502,-1 to 0 mixed
TPB,$100M-$500M,7597000,569356000,-14553000,-2432000,15384000,148.5453,197256000.0,0.038513,0.07799,12952000.0,0.065661,0.0,-0.039477,0.346455,0.104174,0 to 1 okay
TPC,$500M-$1B,-49196000,4429856000,14369000,-6887000,21328000,300.7094,776300000.0,-0.063372,0.027474,14441000.0,0.018602,0.01851,-0.090846,0.175243,-0.06328,-1 to 0 mixed
TPG,$500M-$1B,25055000,9369672000,-210331000,-896000,35800000,3.2716,643145000.0,0.038957,0.055664,34904000.0,0.054271,0.0,-0.016707,0.068641,0.093228,0 to 1 okay
TPGXL,$500M-$1B,25055000,9369672000,-210331000,-896000,35800000,-3.7721,643145000.0,0.038957,0.055664,34904000.0,0.054271,0.0,-0.016707,0.068641,0.093228,0 to 1 okay
TPH,$500M-$1B,74742000,4914588000,-49553000,-9452000,135639000,25.3948,779661000.0,0.095865,0.173972,126187000.0,0.161849,0.0,-0.078107,0.158642,0.257713,0 to 1 okay
TPL,$100M-$500M,86568000,1156398000,-32837000,-1744000,114775000,77.5127,146362000.0,0.591465,0.784186,113031000.0,0.77227,0.0,-0.192721,0.126567,1.363735,1 to 2 good
TPR,$2B-$10B,195300000,7116800000,-768700000,40600000,574800000,242.1696,5041400000.0,0.038739,0.114016,615400000.0,0.122069,0.0,-0.075277,0.70838,0.160809,0 to 1 okay
TR,$100M-$500M,13401000,1019613000,-13900000,5495000,-7482000,44.9758,162092000.0,0.082675,-0.046159,-1987000.0,-0.012258,0.0,0.128834,0.158974,-0.187252,-1 to 0 mixed
TRGP,$2B-$10B,497000000,20671800000,-696200000,-480800000,1169800000,85.6593,4520500000.0,0.109944,0.258777,689000000.0,0.152417,0.0,-0.148833,0.21868,0.26236,0 to 1 okay
TRIP,$100M-$500M,-73000000,2537000000,-11000000,-16000000,135000000,-36.82,371000000.0,-0.196765,0.363881,119000000.0,0.320755,0.0,-0.560647,0.146236,0.123989,0 to 1 okay
TRMB,$2B-$10B,492700000,7269000000,-447700000,-203500000,750500000,19.5131,3659400000.0,0.13464,0.205088,547000000.0,0.149478,0.0,-0.070449,0.503426,0.284118,0 to 1 okay
TRN,$500M-$1B,4400000,8906500000,72400000,-203100000,99400000,5.9365,641700000.0,0.006857,0.154901,-103700000.0,-0.161602,0.112825,-0.148044,0.072049,-0.267571,-1 to 0 mixed
TROW,$1B-$2B,421500000,12278800000,-144200000,-57500000,511700000,-13.0049,1537600000.0,0.274129,0.332791,454200000.0,0.295395,0.0,-0.058663,0.125224,0.569524,0 to 1 okay
TROX,$500M-$1B,23000000,6134000000,120000000,-91000000,-79000000,-35.3278,708000000.0,0.032486,-0.111582,-170000000.0,-0.240113,0.169492,0.144068,0.115422,-0.665254,-1 to 0 mixed
TRS,$100M-$500M,4910000,1341660000,-17320000,-52570000,9690000,46.1568,215460000.0,0.022788,0.044974,-42880000.0,-0.199016,0.0,-0.022185,0.160592,-0.176228,-1 to 0 mixed
TRUP,$100M-$500M,-6410000,782948000,33810000,33914000,-6862000,-6.8581,256329000.0,-0.025007,-0.02677,27052000.0,0.105536,0.131901,0.001763,0.32739,-0.054898,-1 to 0 mixed
TRV,$2B-$10B,975000000,125978000000,-593000000,-455000000,1012000000,45.012,9704000000.0,0.100474,0.104287,557000000.0,0.057399,0.0,-0.003813,0.077029,0.157873,0 to 1 okay
TSCO,$2B-$10B,183088000,8848815000,125706000,-157684000,19554000,-33.7945,3299225000.0,0.055494,0.005927,-138130000.0,-0.041867,0.038102,0.049567,0.372844,-0.12361,-1 to 0 mixed
TSEOF,$500M-$1B,-48900000,3029200000,-20500000,-21800000,45400000,-95.8333,996300000.0,-0.049082,0.045569,23600000.0,0.023688,0.0,-0.09465,0.328899,-0.025394,-1 to 0 mixed
TSLA,$10B-$50B,2513000000,106618000000,-233000000,-2484000000,2513000000,70.7542,23329000000.0,0.10772,0.10772,29000000.0,0.001243,0.0,0.0,0.218809,0.108963,0 to 1 okay
TT,$2B-$10B,307100000,19391900000,-459200000,-91000000,8500000,45.8095,3665800000.0,0.083774,0.002319,-82500000.0,-0.022505,0.0,0.081456,0.189038,-0.101642,-1 to 0 mixed
TTEC,$500M-$1B,18647000,2185598000,-43639000,-13643000,49058000,-50.0,633286000.0,0.029445,0.077466,35415000.0,0.055923,0.0,-0.048021,0.289754,0.085367,0 to 1 okay
TTEK,$2B-$10B,159556000,3820477000,680491000,-755219000,113123000,-22.5854,2052991000.0,0.077719,0.055102,-642096000.0,-0.312761,0.331463,0.022617,0.537365,-0.61174,-1 to 0 mixed
TTMI,$500M-$1B,-5814000,3323663000,-50000000,9627000,55078000,639.5372,544437000.0,-0.010679,0.101165,64705000.0,0.118848,0.0,-0.111844,0.163806,0.108169,0 to 1 okay
TTSH,$100M-$500M,2512000,316672000,-20827000,-3367000,25822000,-57.8488,102019000.0,0.024623,0.25311,22455000.0,0.220106,0.0,-0.228487,0.32216,0.244729,0 to 1 okay
TTWO,$2B-$10B,418000000,15862100000,-256800000,139200000,258000000,31.2106,3504800000.0,0.119265,0.073613,397200000.0,0.11333,0.0,0.045652,0.220954,0.141292,0 to 1 okay
TW,$100M-$500M,87856000,7059538000,-80456000,-16714000,70840000,5.6647,329249000.0,0.266838,0.215156,54126000.0,0.164392,0.0,0.051681,0.046639,0.327867,0 to 1 okay
TWI,$500M-$1B,31838000,1289245000,-10445000,-11440000,24086000,11.9728,548644000.0,0.05803,0.043901,12646000.0,0.02305,0.0,0.014129,0.425554,0.052821,0 to 1 okay
TXNM,$500M-$1B,60273000,9353136000,119986000,-251433000,131501000,59.3337,544077000.0,0.11078,0.241696,-119932000.0,-0.220432,0.220531,-0.130915,0.058171,-0.330183,-1 to 0 mixed
TXRH,$1B-$2B,88604000,2793376000,-103399000,-103300000,188981000,-7.9491,1174356000.0,0.075449,0.160923,85681000.0,0.07296,0.0,-0.085474,0.420407,0.148409,0 to 1 okay
