quarter,ticker,cik,metadata_status,has_10q_10k_before_or_in_qtr,latest_10q_10k_form,latest_10q_10k_filing_date,latest_10q_10k_accession,item_202_8k_count_in_qtr,item_202_8k_with_ex99_count,item_202_8k_dates,item_202_8k_accessions,ex99_1_documents,passes_metadata_gate,metadata_gate_reason
2024Q3,SVC,945394,ok,True,10-Q,2024-08-06,0000945394-24-000042,1,0,2024-08-06,0000945394-24-000040,,False,missing_ex99_1_for_item_202
2024Q3,SVCO,0001943289,ok,True,10-Q,2024-08-07,0001628280-24-035713,0,0,,,,False,missing_8k_item_202_in_qtr
2024Q3,SVRA,1160308,ok,True,10-Q,2024-08-12,0000950170-24-095403,0,0,,,,False,missing_8k_item_202_in_qtr
2024Q3,SVV,0001883313,ok,True,10-Q,2024-08-09,0001883313-24-000037,1,1,2024-08-08,0001883313-24-000032,pressreleaseex991_q2fy24xj.htm,True,included
2024Q3,SWBI,1092796,ok,True,10-Q,2024-09-05,0000950170-24-104004,1,1,2024-09-05,0001193125-24-214184,d889907dex991.htm,True,included
2024Q3,SWIM,1833197,ok,True,10-Q,2024-08-07,0001558370-24-011205,1,1,2024-08-06,0001104659-24-086290,tm2420590d1_ex99.htm,True,included
2024Q3,SWK,93556,ok,True,10-Q,2024-07-30,0000093556-24-000141,1,1,2024-07-30,0000093556-24-000136,ex991q22024.htm;exhibit992financialsq22024.htm,True,included
2024Q3,SWKS,4127,ok,True,10-Q,2024-07-31,0000004127-24-000070,1,1,2024-07-30,0000004127-24-000068,q3248-kex991earningsrelease.htm,True,included
2024Q3,SWX,1692115,ok,True,10-Q,2024-08-06,0001692115-24-000099,1,1,2024-08-06,0001692115-24-000097,swx63024-earningsrelease.htm,True,included
2024Q3,SXC,1514705,ok,True,10-Q,2024-07-31,0001514705-24-000017,1,1,2024-07-31,0001514705-24-000015,q2_2024sxcearningsdeckxv.htm;sxcearningsrelease2024q2.htm,True,included
2024Q3,SXI,310354,ok,True,10-K,2024-08-02,0001437749-24-024465,1,0,2024-08-02,0001437749-24-024455,,False,missing_ex99_1_for_item_202
2024Q3,SXT,310142,ok,True,10-Q,2024-08-07,0001140361-24-036129,1,1,2024-07-26,0001140361-24-034308,ef20032964_ex99-1.htm;ef20032964_ex99-2.htm,True,included
2024Q3,SYK,310764,ok,True,10-Q,2024-07-31,0000310764-24-000098,1,1,2024-07-30,0000310764-24-000095,sykex991earningsq22024.htm,True,included
2024Q3,SYM,1837240,ok,True,10-Q,2024-07-31,0001837240-24-000168,1,1,2024-07-29,0001837240-24-000162,q3248-k_ex991.htm,True,included
2024Q3,SYNA,817720,ok,True,10-K,2024-08-23,0000950170-24-100261,1,1,2024-08-08,0000950170-24-093944,syna-ex99_1.htm,True,included
2024Q3,SYRE,1636282,ok,True,10-Q,2024-08-07,0001636282-24-000051,1,0,2024-08-07,0001636282-24-000053,,False,missing_ex99_1_for_item_202
2024Q3,SYY,96021,ok,True,10-K,2024-08-28,0000096021-24-000128,1,1,2024-07-30,0000096021-24-000057,syy2024q4pressrelease.htm,True,included
2024Q3,T,732717,ok,True,10-Q,2024-07-25,0000732717-24-000053,1,1,2024-07-24,0000732717-24-000050,t-2q2024exhibit991.htm;t-2q2024exhibit992.htm;t-2q2024exhibit993.htm,True,included
2024Q3,TALK,1803901,ok,True,10-Q,2024-08-08,0000950170-24-094085,1,1,2024-08-06,0000950170-24-091215,talk-ex99_1.htm;talk-ex99_2.htm,True,included
2024Q3,TALO,1724965,ok,True,10-Q,2024-08-08,0000950170-24-093063,1,1,2024-08-08,0001193125-24-196168,d863025dex991.htm,True,included
2024Q3,TAP,24545,ok,True,10-Q,2024-08-06,0000024545-24-000018,1,1,2024-08-06,0000024545-24-000016,tapex99120240630earningsre.htm,True,included
2024Q3,TARA,1359931,ok,True,10-Q,2024-08-06,0001213900-24-065380,1,1,2024-08-06,0001213900-24-065378,ea0210016-8k_protara.htm;ea021001601ex99-1_protara.htm,True,included
2024Q3,TARS,1819790,ok,True,10-Q,2024-08-08,0001819790-24-000111,1,1,2024-08-08,0001819790-24-000109,exhibit991tarsus882024pres.htm,True,included
2024Q3,TASK,1829864,ok,True,10-Q,2024-08-09,0001829864-24-000138,1,1,2024-08-08,0001829864-24-000135,earningsreleaseex991q22024.htm,True,included
2024Q3,TAYD,96536,ok,True,10-Q,2024-09-27,0001376474-24-000549,0,0,,,,False,missing_8k_item_202_in_qtr
2024Q3,TBCH,1493761,ok,True,10-Q,2024-08-08,0000950170-24-094160,2,1,2024-08-08;2024-08-08,0000894579-24-000238;0000950170-24-094043,hear-ex99_1.htm,True,included
2024Q3,TBI,768899,ok,True,10-Q,2024-08-05,0000768899-24-000102,1,1,2024-08-05,0000768899-24-000100,a2q2024earningspresentat.htm;a2q2024pressrelease.htm,True,included
2024Q3,TBLA,0001840502,ok,True,10-Q,2024-08-07,0001140361-24-035980,1,1,2024-08-07,0001140361-24-035979,ef20033470_ex99-1.htm,True,included
2024Q3,TBPH,1583107,ok,True,10-Q,2024-08-08,0001558370-24-011636,1,1,2024-08-05,0001104659-24-085826,tm2420794d1_ex99-1.htm;tm2420794d1_ex99-2.htm,True,included
2024Q3,TBRG,1169445,ok,True,10-Q,2024-08-14,0001169445-24-000064,1,0,2024-08-08,0001437749-24-025583,,False,missing_ex99_1_for_item_202
2024Q3,TCBI,1077428,ok,True,10-Q,2024-07-18,0001077428-24-000146,1,1,2024-07-18,0001077428-24-000144,a2q2024_earningsxpresent.htm;a7182024exhibit991.htm,True,included
2024Q3,TCBK,356171,ok,True,10-Q,2024-08-06,0000356171-24-000102,1,1,2024-07-25,0000356171-24-000100,investordeckex9922024-07.htm,True,included
2024Q3,TCMD,1027838,ok,True,10-Q,2024-08-05,0001558370-24-010856,1,1,2024-08-05,0001558370-24-010853,tcmd-20240805xex99d1.htm,True,included
2024Q3,TCRX,1783328,ok,True,10-Q,2024-08-12,0000950170-24-095066,1,1,2024-08-12,0000950170-24-095063,tcrx-ex99_1.htm,True,included
2024Q3,TCX,909494,ok,True,10-Q,2024-08-08,0001437749-24-025602,1,0,2024-08-12,0001437749-24-026044,,False,missing_ex99_1_for_item_202
2024Q3,TDAY,1579684,ok,True,10-Q,2024-08-01,0001579684-24-000045,1,1,2024-08-01,0001579684-24-000043,gciq22024ex991earningsrele.htm,True,included
2024Q3,TDG,1260221,ok,True,10-Q,2024-08-06,0001260221-24-000069,1,1,2024-08-06,0001260221-24-000066,exhibit991tdg2024q3earning.htm,True,included
2024Q3,TDOC,1477449,ok,True,10-Q,2024-08-01,0001477449-24-000174,1,0,2024-07-31,0001477449-24-000172,,False,missing_ex99_1_for_item_202
2024Q3,TDS,1051512,ok,True,10-Q,2024-08-02,0001051512-24-000051,2,1,2024-07-16;2024-08-02,0001051512-24-000046;0001051512-24-000050,tdsq220248kex991.htm,True,included
2024Q3,TDW,98222,ok,True,10-Q,2024-08-06,0001437749-24-024927,1,0,2024-08-06,0001437749-24-024928,,False,missing_ex99_1_for_item_202
2024Q3,TDY,1094285,ok,True,10-Q,2024-07-29,0001094285-24-000090,1,1,2024-07-24,0001094285-24-000088,q2-2024earningsrelease.htm,True,included
2024Q3,TEAD,1454938,ok,True,10-Q,2024-08-08,0001454938-24-000157,2,2,2024-08-01;2024-08-08,0001454938-24-000146;0001454938-24-000155,exhibit991812024.htm;projectactivate-announce.htm;q22024er-exhibit991.htm,True,included
2024Q3,TEAM,1650372,ok,False,,,,0,0,,,,False,missing_10q_10k_before_or_in_qtr;missing_8k_item_202_in_qtr
2024Q3,TECH,842023,ok,True,10-K,2024-08-22,0001558370-24-012430,1,1,2024-08-07,0001558370-24-011193,tech-20240807xex99d1.htm;tech-20240807xex99d2.htm,True,included
2024Q3,TEL,1385157,ok,True,10-Q,2024-07-29,0001558370-24-010267,1,1,2024-07-24,0001558370-24-010004,tel-20240724xex99d1.htm;tel-20240724xex99d2.htm,True,included
2024Q3,TELA,1561921,ok,True,10-Q,2024-08-13,0001558370-24-012060,1,1,2024-08-12,0001104659-24-088353,tm2421368d1_ex99-1.htm;tm2421368d1_ex99-2.htm,True,included
2024Q3,TENB,1660280,ok,True,10-Q,2024-08-06,0001660280-24-000127,1,1,2024-07-31,0001660280-24-000119,q22024financialresults-ear.htm,True,included
2024Q3,TER,97210,ok,True,10-Q,2024-08-02,0000950170-24-089858,1,1,2024-07-25,0000950170-24-086252,ter-ex99_1.htm,True,included
2024Q3,TERN,1831363,ok,True,10-Q,2024-08-05,0000950170-24-090925,1,1,2024-08-05,0000950170-24-090761,tern-ex99_1.htm,True,included
2024Q3,TEX,97216,ok,True,10-Q,2024-07-31,0000097216-24-000133,2,1,2024-07-30;2024-08-02,0000097216-24-000131;0000097216-24-000135,terexearningsreleaseexq2-24.htm,True,included
2024Q3,TFSL,1381668,ok,True,10-Q,2024-08-08,0001381668-24-000111,1,0,2024-07-30,0001381668-24-000105,,False,missing_ex99_1_for_item_202
2024Q3,TG,850429,ok,True,10-Q,2024-08-07,0000850429-24-000018,1,1,2024-08-07,0000850429-24-000019,tg-20240630xearningsreleasea.htm,True,included
2024Q3,TGLS,1534675,ok,True,10-Q,2024-08-08,0001493152-24-030759,1,1,2024-08-08,0001493152-24-030661,ex99-1.htm,True,included
2024Q3,TGNA,39899,ok,True,10-Q,2024-08-07,0000950170-24-092846,1,1,2024-08-07,0000950170-24-092301,tgna-ex99_1.htm,True,included
2024Q3,TGT,27419,ok,True,10-Q,2024-08-30,0000027419-24-000152,1,1,2024-08-21,0000027419-24-000142,a2024q2ex-99.htm;releasebullseyeq419.gif,True,included
2024Q3,TGTX,1001316,ok,True,10-Q,2024-08-09,0001437749-24-025853,1,0,2024-08-06,0001437749-24-024718,,False,missing_ex99_1_for_item_202
2024Q3,TH,1712189,ok,True,10-Q,2024-08-07,0001558370-24-011323,1,1,2024-08-07,0001558370-24-011198,th-20240807xex99d1.htm,True,included
2024Q3,THR,1489096,ok,True,10-Q,2024-08-07,0001489096-24-000154,1,1,2024-08-07,0001489096-24-000149,pressreleaseq1fy25.htm,True,included
2024Q3,THRM,903129,ok,True,10-Q,2024-07-31,0000950170-24-088484,1,1,2024-07-31,0000950170-24-088211,thrm-ex99_1.htm;thrm-ex99_2.htm,True,included
2024Q3,THRY,1556739,ok,True,10-Q,2024-08-01,0001556739-24-000038,1,1,2024-08-01,0001556739-24-000037,exhibit991-pressreleaseq22.htm;exhibit992-q22024investo.htm,True,included
2024Q3,TILE,715787,ok,True,10-Q,2024-08-06,0000715787-24-000027,1,1,2024-08-02,0000715787-24-000025,a991pressreleaseq22024.htm;investorpresentationq2fy.htm,True,included
2024Q3,TIPT,1393726,ok,True,10-Q,2024-07-31,0001393726-24-000082,1,1,2024-07-31,0001393726-24-000081,ex99-2investorpresentati.htm;ex991er-06302024.htm,True,included
2024Q3,TITN,1409171,ok,True,10-Q,2024-09-05,0001409171-24-000098,2,2,2024-08-14;2024-08-29,0001409171-24-000084;0001409171-24-000088,a8kfy25q2ex991prerelease.htm;afy25q2ex991earningsrelease.htm,True,included
2024Q3,TIVC,0001787740,ok,True,10-Q,2024-08-14,0000950170-24-097056,1,1,2024-08-14,0000950170-24-097036,tivc-ex99_1.htm,True,included
2024Q3,TJX,109198,ok,True,10-Q,2024-08-30,0000109198-24-000048,1,1,2024-08-21,0000109198-24-000044,tjxq2fy25earningspressrele.htm,True,included
2024Q3,TKO,0001973266,ok,True,10-Q,2024-08-08,0001973266-24-000021,1,1,2024-08-08,0001973266-24-000019,tko-20240808xex99_1.htm;tko-20240808xex99_2.htm,True,included
2024Q3,TLRY,1731348,ok,True,10-K,2024-07-30,0001437749-24-023774,1,0,2024-07-29,0001171843-24-004218,,False,missing_ex99_1_for_item_202
2024Q3,TLS,320121,ok,True,10-Q,2024-08-09,0000320121-24-000083,1,1,2024-08-09,0000320121-24-000082,a2q2024earningpressrelease.htm,True,included
2024Q3,TMCI,1630627,ok,True,10-Q,2024-08-06,0000950170-24-091787,1,1,2024-08-06,0000950170-24-091777,tmci-ex99_1.htm,True,included
2024Q3,TMDX,1756262,ok,True,10-Q,2024-08-01,0000950170-24-089316,1,1,2024-07-31,0000950170-24-088689,tmdx-ex99_1.htm,True,included
2024Q3,TMHC,1562476,ok,True,10-Q,2024-07-24,0001628280-24-032842,1,1,2024-07-24,0001193125-24-183274,d753416dex991.htm,True,included
2024Q3,TMO,97745,ok,True,10-Q,2024-08-02,0000097745-24-000040,1,1,2024-07-24,0000097745-24-000036,q22024earnings8kex99_1.htm,True,included
2024Q3,TMP,1005817,ok,True,10-Q,2024-08-08,0001005817-24-000022,1,1,2024-07-26,0001005817-24-000020,q22024pressrelease.htm;q3div2024pressrelease.htm,True,included
2024Q3,TMUS,1283699,ok,True,10-Q,2024-07-31,0001283699-24-000111,1,1,2024-07-31,0001283699-24-000109,tmus06302024ex991.htm;tmus06302024ex992.htm,True,included
2024Q3,TNC,97134,ok,True,10-Q,2024-08-08,0000097134-24-000030,1,0,2024-08-08,0000097134-24-000028,,False,missing_ex99_1_for_item_202
2024Q3,TNDM,1438133,ok,True,10-Q,2024-08-01,0001438133-24-000177,1,1,2024-08-01,0001438133-24-000176,exhibit991-earningsrelease.htm,True,included
2024Q3,TNET,937098,ok,True,10-Q,2024-07-26,0000937098-24-000146,1,1,2024-07-26,0000937098-24-000145,tnet-63024xexhibit991.htm,True,included
2024Q3,TNGX,1819133,ok,True,10-Q,2024-08-07,0000950170-24-092274,1,1,2024-08-07,0000950170-24-092270,tngx-ex99_1.htm,True,included
2024Q3,TNXP,1430306,ok,True,10-Q,2024-08-16,0001999371-24-010281,2,1,2024-08-09;2024-08-19,0001999371-24-009864;0001839882-24-026135,ex99-01.htm,True,included
2024Q3,TONX,1566610,ok,True,10-Q,2024-08-14,0001493152-24-032262,0,0,,,,False,missing_8k_item_202_in_qtr
2024Q3,TPB,1290677,ok,True,10-Q,2024-08-01,0001140361-24-035344,1,1,2024-08-01,0001140361-24-035215,ef20033437_ex99-1.htm,True,included
2024Q3,TPC,77543,ok,True,10-Q,2024-08-01,0000077543-24-000201,1,1,2024-08-01,0000077543-24-000199,tpc20240801ex991.htm,True,included
2024Q3,TPG,0001880661,ok,True,10-Q,2024-08-06,0001880661-24-000044,1,1,2024-08-06,0001880661-24-000041,tpg2q24earningsreleasefi.htm;tpg2q24pressrelease.htm,True,included
2024Q3,TPGXL,0001880661,ok,True,10-Q,2024-08-06,0001880661-24-000044,1,1,2024-08-06,0001880661-24-000041,tpg2q24earningsreleasefi.htm;tpg2q24pressrelease.htm,True,included
2024Q3,TPH,1561680,ok,True,10-Q,2024-07-25,0001561680-24-000080,1,1,2024-07-25,0001561680-24-000077,tphex991q22024.htm,True,included
2024Q3,TPL,1811074,ok,True,10-Q,2024-08-07,0001811074-24-000049,1,1,2024-08-07,0001811074-24-000047,a2q2024tplinvestorpresen.htm;exhibit991q22024earningsre.htm,True,included
2024Q3,TPR,1116132,ok,True,10-K,2024-08-15,0001116132-24-000018,2,2,2024-08-01;2024-08-15,0001140361-24-035202;0001140361-24-037418,ef20033429_ex99-1.htm;ef20034103_ex99-1.htm,True,included
2024Q3,TPST,1544227,ok,True,10-Q,2024-08-08,0000950170-24-094124,1,1,2024-08-08,0000950170-24-094102,tpst-ex99_1.htm,True,included
2024Q3,TR,98677,ok,True,10-Q,2024-08-08,0001558370-24-011564,1,1,2024-07-25,0001558370-24-010134,tr-20240724xex99d1.htm,True,included
2024Q3,TRAK,50471,ok,True,10-K,2024-09-30,0001437749-24-030271,0,0,,,,False,missing_8k_item_202_in_qtr
2024Q3,TRC,96869,ok,True,10-Q,2024-08-06,0000096869-24-000011,0,0,,,,False,missing_8k_item_202_in_qtr
2024Q3,TRDA,1689375,ok,True,10-Q,2024-08-13,0001689375-24-000047,1,1,2024-08-13,0001689375-24-000045,a2q24earningsrelease.htm,True,included
2024Q3,TREE,1434621,ok,True,10-Q,2024-07-29,0001434621-24-000020,1,0,2024-07-25,0001434621-24-000017,,False,missing_ex99_1_for_item_202
2024Q3,TRGP,1389170,ok,True,10-Q,2024-08-01,0000950170-24-089135,1,1,2024-08-01,0000950170-24-088922,trgp-ex99_1.htm,True,included
2024Q3,TRIP,1526520,ok,True,10-Q,2024-08-06,0000950170-24-091768,1,1,2024-08-06,0000950170-24-091729,trip-ex99_1.htm,True,included
2024Q3,TRMB,864749,ok,True,10-K,2024-02-26,0000864749-24-000047,2,2,2024-08-06;2024-09-16,0000864749-24-000195;0000864749-24-000217,a2024q2-8kex991.htm;ex991pressrelease2024-09x15.htm,True,included
2024Q3,TRN,99780,ok,True,10-Q,2024-08-01,0000099780-24-000130,1,1,2024-08-01,0000099780-24-000129,exh991pressrelease6302024.htm;q22024investorpresentati.htm,True,included
2024Q3,TRNO,1476150,ok,True,10-Q,2024-08-07,0001476150-24-000012,0,0,,,,False,missing_8k_item_202_in_qtr
2024Q3,TRNR,0001785056,ok,True,10-Q,2024-08-14,0000950170-24-097225,1,1,2024-08-14,0000950170-24-097079,trnr-ex99_1.htm,True,included
2024Q3,TRNS,99302,ok,True,10-Q,2024-08-07,0001437749-24-025176,1,0,2024-07-30,0001437749-24-023836,,False,missing_ex99_1_for_item_202
2024Q3,TROW,1113169,ok,True,10-Q,2024-07-26,0001113169-24-000019,1,1,2024-07-26,0001113169-24-000018,earningreleasesupplement.htm;earningsreleaseq22024.htm,True,included
2024Q3,TROX,1530804,ok,True,10-Q,2024-08-02,0001530804-24-000049,1,1,2024-08-02,0001140361-24-035449,ef20033493_ex99-1.htm,True,included
2024Q3,TRS,842633,ok,True,10-Q,2024-07-30,0000842633-24-000072,1,1,2024-07-30,0000842633-24-000071,trs_06302024xexhibit991.htm,True,included
2024Q3,TRUP,1371285,ok,True,10-Q,2024-08-09,0001371285-24-000210,1,1,2024-08-08,0001371285-24-000207,ex991q22024.htm,True,included
2024Q3,TRV,86312,ok,True,10-Q,2024-07-19,0000086312-24-000051,1,1,2024-07-19,0000086312-24-000050,a991pressrelease63024.htm,True,included
2024Q3,TSCO,916365,ok,True,10-Q,2024-08-08,0000916365-24-000088,1,1,2024-07-25,0000916365-24-000083,ex991-q22024earningsrelease.htm,True,included
2024Q3,TSEOF,1519061,ok,True,10-Q,2024-08-07,0001558370-24-011273,1,1,2024-08-06,0001558370-24-011104,tse-20240806xex99d1.htm;tse-20240806xex99d2.htm,True,included
2024Q3,TSHA,1806310,ok,True,10-Q,2024-08-12,0000950170-24-095082,1,1,2024-08-12,0001193125-24-198392,d760391dex991.htm,True,included
2024Q3,TSLA,1318605,ok,True,10-Q,2024-07-24,0001628280-24-032662,2,1,2024-07-02;2024-07-23,0001628280-24-030714;0001628280-24-032603,exhibit991.htm,True,included
2024Q3,TSN,100493,ok,True,10-Q,2024-08-05,0000100493-24-000103,1,0,2024-08-05,0000100493-24-000101,,False,missing_ex99_1_for_item_202
2024Q3,TT,1466258,ok,True,10-Q,2024-07-31,0001466258-24-000233,1,1,2024-07-31,0001466258-24-000232,exhibit991-q22024earningsr.htm,True,included
2024Q3,TTD,1671933,ok,True,10-Q,2024-08-08,0001671933-24-000090,1,0,2024-08-08,0001671933-24-000089,,False,missing_ex99_1_for_item_202
2024Q3,TTEC,1013880,ok,True,10-Q,2024-08-08,0001558370-24-011611,1,1,2024-08-09,0001104659-24-087830,tm2421219d1_ex99-1.htm,True,included
2024Q3,TTEK,831641,ok,True,10-Q,2024-08-02,0000831641-24-000035,1,1,2024-07-31,0001104659-24-084338,tm2420524d1_ex99-1.htm,True,included
2024Q3,TTI,844965,ok,True,10-Q,2024-07-31,0000844965-24-000072,1,1,2024-07-31,0000844965-24-000071,ttiq22024pressrelease.htm,True,included
2024Q3,TTMI,1116942,ok,True,10-Q,2024-08-06,0000950170-24-091772,1,1,2024-07-31,0001193125-24-189522,d810000dex991.htm,True,included
2024Q3,TTSH,1552800,ok,True,10-Q,2024-08-08,0001552800-24-000012,1,1,2024-08-08,0001104659-24-087011,tm2420049d1_ex99-1.htm,True,included
2024Q3,TTWO,946581,ok,True,10-Q,2024-08-09,0001628280-24-036273,1,1,2024-08-08,0001628280-24-036152,ttwo1q25earningsrelease.htm,True,included
2024Q3,TVTX,1438533,ok,True,10-Q,2024-08-01,0001438533-24-000031,1,1,2024-08-01,0001438533-24-000030,a2024q2_8-kxex991.htm,True,included
2024Q3,TW,1758730,ok,True,10-Q,2024-07-25,0001758730-24-000156,1,1,2024-07-25,0001758730-24-000155,tw-2024xq2xex991.htm,True,included
2024Q3,TWAV,746210,ok,True,10-Q,2024-08-07,0001437749-24-025172,0,0,,,,False,missing_8k_item_202_in_qtr
2024Q3,TWI,899751,ok,True,10-Q,2024-07-31,0000899751-24-000082,1,1,2024-07-31,0000899751-24-000084,q224earningsreleaseex99.htm,True,included
2024Q3,TWIN,100378,ok,True,10-K,2024-09-06,0001437749-24-028638,1,0,2024-08-15,0001437749-24-026947,,False,missing_ex99_1_for_item_202
2024Q3,TXG,1770787,ok,True,10-Q,2024-08-08,0001770787-24-000060,1,0,2024-08-08,0001770787-24-000058,,False,missing_ex99_1_for_item_202
2024Q3,TXN,97476,ok,True,10-Q,2024-07-24,0000097476-24-000030,1,0,2024-07-23,0000097476-24-000029,,False,missing_ex99_1_for_item_202
2024Q3,TXNM,1108426,ok,True,10-Q,2024-08-02,0001108426-24-000068,1,1,2024-07-31,0001108426-24-000066,ex99107312024earningsrelea.htm,True,included
2024Q3,TXRH,1289460,ok,True,10-Q,2024-08-02,0001558370-24-010663,1,1,2024-07-25,0001558370-24-010176,txrh-20240725xex99d1.htm,True,included
2024Q3,TXT,217346,ok,True,10-Q,2024-07-30,0000217346-24-000084,1,1,2024-07-18,0000217346-24-000081,q2248-kex991.htm,True,included
2024Q3,TYL,860731,ok,True,10-Q,2024-07-31,0000860731-24-000042,1,1,2024-07-24,0000860731-24-000039,a991earningsrelease-6302024.htm,True,included
2024Q3,TZOO,1133311,ok,True,10-Q,2024-08-09,0001133311-24-000032,1,1,2024-07-25,0001133311-24-000025,ex-99106x30x20248xk.htm;q22024presentationfinal.htm,True,included
2024Q3,UAL,100517,ok,True,10-Q,2024-07-18,0000100517-24-000121,1,1,2024-07-17,0000100517-24-000117,ual_06302024erex991.htm;ual_06302024erex992.htm,True,included
2024Q3,UBER,1543151,ok,True,10-Q,2024-08-06,0001543151-24-000027,1,1,2024-08-06,0001543151-24-000024,uberq224earningspressrelea.htm,True,included
2024Q3,UBSI,729986,ok,True,10-Q,2024-08-09,0001193125-24-197630,1,1,2024-07-25,0001193125-24-184314,d875088dex991.htm;d875088dex992.htm,True,included
2024Q3,UCB,857855,ok,True,10-Q,2024-08-09,0000857855-24-000059,1,1,2024-07-24,0001104659-24-082136,tm2420023d1_ex99-1.htm;tm2420023d1_ex99-1.pdf;tm2420023d1_ex99-2.htm;tm2420023d1_ex99-2.pdf,True,included
2024Q3,UCTT,1275014,ok,True,10-Q,2024-07-26,0001628280-24-033152,0,0,,,,False,missing_8k_item_202_in_qtr
2024Q3,UDR,74208,ok,True,10-Q,2024-07-31,0000074208-24-000060,1,1,2024-07-30,0000074208-24-000057,udr-20240730xex99d1.htm;udr-20240730xex99d1.pdf;udr-20240730xex99d2.htm;udr-20240730xex99d2.pdf,True,included
2024Q3,UE,1611547,ok,True,10-Q,2024-07-31,0001611547-24-000043,1,1,2024-07-31,0001611547-24-000042,exhibit991-earningsrelease.htm;exhibit992-supplementaldis.htm,True,included
2024Q3,UEC,1334933,ok,True,10-K,2024-09-27,0001437749-24-030107,0,0,,,,False,missing_8k_item_202_in_qtr
2024Q3,UEIC,101984,ok,True,10-Q,2024-08-08,0000101984-24-000132,1,1,2024-08-08,0000101984-24-000127,exhibit99-8ker20240808.htm,True,included
2024Q3,UFCS,101199,ok,True,10-Q,2024-08-07,0000101199-24-000056,1,1,2024-08-06,0000101199-24-000054,q22024-pressrelease.htm,True,included
2024Q3,UFPI,912767,ok,True,10-Q,2024-08-07,0001558370-24-011288,1,1,2024-07-30,0000912767-24-000024,ufpi-20240730xex99da.htm,True,included
2024Q3,UFPT,914156,ok,True,10-Q,2024-08-09,0001171843-24-004633,1,0,2024-08-02,0001171843-24-004404,,False,missing_ex99_1_for_item_202
2024Q3,UHS,352915,ok,True,10-Q,2024-08-08,0000950170-24-094006,1,1,2024-07-25,0000950170-24-086313,uhs-ex99_1.htm,True,included
2024Q3,UHT,798783,ok,True,10-Q,2024-08-08,0000950170-24-094044,1,1,2024-07-24,0000950170-24-086074,uht-ex99_1.htm,True,included
2024Q3,UIS,746838,ok,True,10-Q,2024-08-06,0000746838-24-000023,1,1,2024-08-05,0000746838-24-000021,q22024earningsrelease.htm,True,included
2024Q3,ULBI,875657,ok,True,10-Q,2024-07-25,0001437749-24-023416,1,0,2024-07-25,0001437749-24-023415,,False,missing_ex99_1_for_item_202
2024Q3,ULCC,1670076,ok,True,10-Q,2024-08-08,0001670076-24-000123,1,1,2024-08-08,0001670076-24-000122,frontier_earningsreleasexq.htm,True,included
2024Q3,ULH,1308208,ok,True,10-Q,2024-08-08,0000950170-24-093989,1,1,2024-07-25,0000950170-24-086527,ulh-ex99_1.htm,True,included
2024Q3,ULTA,1403568,ok,True,10-Q,2024-08-29,0001558370-24-012542,1,1,2024-08-29,0001558370-24-012541,ulta-20240829xex99.htm,True,included
2024Q3,UMH,752642,ok,True,10-Q,2024-08-06,0001493152-24-030423,1,1,2024-08-06,0001493152-24-030432,ex99.htm,True,included
2024Q3,UNF,717954,ok,True,10-Q,2024-07-03,0000950170-24-081314,0,0,,,,False,missing_8k_item_202_in_qtr
2024Q3,UNFI,1020859,ok,True,10-Q,2024-06-05,0001020859-24-000029,0,0,,,,False,missing_8k_item_202_in_qtr
2024Q3,UNH,731766,ok,True,10-Q,2024-08-09,0000731766-24-000262,1,1,2024-07-16,0000731766-24-000242,a2024q2exhibit991.htm,True,included
2024Q3,UNP,100885,ok,True,10-Q,2024-07-25,0001437749-24-023463,1,0,2024-07-25,0001437749-24-023420,,False,missing_ex99_1_for_item_202
2024Q3,UPBD,933036,ok,True,10-Q,2024-08-01,0000933036-24-000137,1,1,2024-08-01,0000933036-24-000133,ex-991xupbd2024q2pressrele.htm;ex-992upbd2024q2earnings.htm;ex-993upbd2024q2investor.htm,True,included
2024Q3,UPLD,1505155,ok,True,10-Q,2024-08-01,0001505155-24-000069,1,1,2024-08-01,0001505155-24-000068,q224991earningsrelease.htm,True,included
2024Q3,UPS,1090727,ok,True,10-Q,2024-08-07,0001090727-24-000045,1,1,2024-07-23,0001090727-24-000041,exhibit991-earningspressre.htm;exhibit992-financialstatem.htm,True,included
2024Q3,UPST,1647639,ok,True,10-Q,2024-08-07,0001647639-24-000038,1,1,2024-08-06,0001647639-24-000032,upst991prq22024.htm,True,included
2024Q3,UPWK,1627475,ok,True,10-Q,2024-08-07,0001627475-24-000034,1,1,2024-08-07,0001627475-24-000032,upworkq224-pressrelease.htm,True,included
2024Q3,URBN,912615,ok,True,10-Q,2024-09-09,0000950170-24-104783,0,0,,,,False,missing_8k_item_202_in_qtr
2024Q3,URGN,1668243,ok,True,10-Q,2024-08-13,0001437749-24-026161,1,1,2024-08-13,0001193125-24-199425,d865545dex991.htm,True,included
2024Q3,URI,1067701,ok,True,10-Q,2024-07-24,0001067701-24-000028,1,1,2024-07-24,0001067701-24-000030,uri-6302024xex991.htm,True,included
2024Q3,USAU,27093,ok,True,10-Q,2024-09-16,0001493152-24-036365,0,0,,,,False,missing_8k_item_202_in_qtr
2024Q3,USB,36104,ok,True,10-Q,2024-08-06,0000036104-24-000052,1,1,2024-07-17,0000036104-24-000048,a2q24earningscallpresent.htm;a2q24earningsrelease.htm;a2q24earningssupplement.htm,True,included
